"variable","relative_importance","scaled_importance","percentage"
"saldo_medio_var17_hace2",0.600691139698029,5.50635520880946e-05,8.19339225625231e-06
"saldo_medio_var33_hace3",0.598394453525543,5.48530217667181e-05,8.1620655902553e-06
"saldo_medio_var44_hace3",0.570946931838989,5.23369899157465e-05,7.78768298865245e-06
"imp_venta_var44_ult1",0.535323798656464,4.90715243213593e-05,7.30178552109887e-06
"delta_imp_amort_var18_1y3",0.5,4.58334978236698e-05,6.81997095909487e-06
"delta_num_trasp_var33_in_1y3",0.5,4.58334978236698e-05,6.81997095909487e-06
"num_compra_var44_hace3",0.5,4.58334978236698e-05,6.81997095909487e-06
"saldo_medio_var17_hace3",0.5,4.58334978236698e-05,6.81997095909487e-06
"delta_imp_reemb_var17_1y3",0.177531361579895,1.62737665492105e-05,2.42151746060691e-06
"ind_var6_0",0.16666667163372,1.52778330632048e-05,2.27332372078195e-06
"delta_imp_aport_var33_1y3",0.16666667163372,1.52778330632048e-05,2.27332372078195e-06
"imp_var7_emit_ult1",0.16666667163372,1.52778330632048e-05,2.27332372078195e-06
"num_trasp_var17_in_ult1",0.16666667163372,1.52778330632048e-05,2.27332372078195e-06
"num_aport_var33_hace3",0.0935897454619408,8.57909078989534e-06,1.27655869223903e-06
"imp_aport_var33_ult1",0.0833333358168602,7.63891653160241e-06,1.13666186039097e-06
"saldo_var20",0.0756903290748596,6.93830506585085e-06,1.03241169234975e-06
"imp_aport_var17_hace3",0.0450800657272339,4.13235418880013e-06,6.14889478187646e-07
"imp_amort_var18_ult1",0.0335664339363575,3.07693415354079e-06,4.57844209292669e-07
"saldo_medio_var29_ult3",0.0256410259753466,2.35043581647541e-06,3.49742105026522e-07
"num_op_var40_hace3",0.0224952362477779,2.06207072321093e-06,3.06833715855648e-07
"num_var18_0",0.0218424405902624,2.00223090651486e-06,2.97929621002689e-07
"num_var33",0.0157088115811348,1.43997956283276e-06,2.14267277570465e-07
"ind_var29_0",0.0147058824077249,1.3480440586592e-06,2.00587381897095e-07
"delta_imp_trasp_var17_in_1y3",0.00952380988746881,8.73019039500693e-07,1.29904213704956e-07
"delta_num_trasp_var33_out_1y3",0.00865800864994526,7.9365364122916e-07,1.18094735112438e-07
"imp_aport_var33_hace3",0.00345622119493783,3.16821413232608e-07,4.71426563553683e-08
"num_aport_var17_hace3",0.00176056334748864,1.61385552711107e-07,2.40139818030388e-08
"num_var29_0",0.00138510146643966,1.26968090095248e-07,1.88927035530365e-08
"saldo_medio_var13_largo_hace3",0.000895891280379146,8.21236620990046e-08,1.22199050293842e-08
"delta_imp_trasp_var17_out_1y3",0.000607164518442005,5.56569472692423e-08,8.28168876633459e-09
"ind_var6",0,0,0
"ind_var13_medio_0",0,0,0
"ind_var13_medio",0,0,0
"ind_var18_0",0,0,0
"ind_var18",0,0,0
"ind_var29",0,0,0
"ind_var34_0",0,0,0
"ind_var34",0,0,0
"num_var6_0",0,0,0
"num_var6",0,0,0
"num_var13_medio_0",0,0,0
"num_var13_medio",0,0,0
"num_var29",0,0,0
"num_var34_0",0,0,0
"num_var34",0,0,0
"saldo_var6",0,0,0
"saldo_var13_medio",0,0,0
"saldo_var18",0,0,0
"saldo_var29",0,0,0
"saldo_var34",0,0,0
"delta_imp_amort_var34_1y3",0,0,0
"delta_imp_reemb_var33_1y3",0,0,0
"delta_imp_trasp_var33_in_1y3",0,0,0
"delta_imp_trasp_var33_out_1y3",0,0,0
"delta_num_aport_var33_1y3",0,0,0
"delta_num_reemb_var33_1y3",0,0,0
"delta_num_trasp_var17_in_1y3",0,0,0
"delta_num_trasp_var17_out_1y3",0,0,0
"imp_amort_var34_ult1",0,0,0
"imp_reemb_var17_hace3",0,0,0
"imp_reemb_var33_ult1",0,0,0
"imp_trasp_var17_in_hace3",0,0,0
"imp_trasp_var17_in_ult1",0,0,0
"imp_trasp_var17_out_ult1",0,0,0
"imp_trasp_var33_in_hace3",0,0,0
"imp_trasp_var33_in_ult1",0,0,0
"imp_trasp_var33_out_ult1",0,0,0
"imp_venta_var44_hace3",0,0,0
"ind_var7_emit_ult1",0,0,0
"num_aport_var33_ult1",0,0,0
"num_var7_emit_ult1",0,0,0
"num_meses_var13_medio_ult3",0,0,0
"num_meses_var29_ult3",0,0,0
"num_reemb_var17_hace3",0,0,0
"num_reemb_var33_ult1",0,0,0
"num_trasp_var17_in_hace3",0,0,0
"num_trasp_var17_out_ult1",0,0,0
"num_trasp_var33_in_hace3",0,0,0
"num_trasp_var33_in_ult1",0,0,0
"num_trasp_var33_out_ult1",0,0,0
"num_venta_var44_hace3",0,0,0
"saldo_medio_var13_medio_hace2",0,0,0
"saldo_medio_var13_medio_ult1",0,0,0
"saldo_medio_var13_medio_ult3",0,0,0
"saldo_medio_var29_hace2",0,0,0
"saldo_medio_var29_hace3",0,0,0
"saldo_medio_var29_ult1",0,0,0
