"variable","relative_importance","scaled_importance","percentage"
"var15",3506.525390625,1,0.145188472518344
"ID",2037.6279296875,0.581096014628976,0.0843684427504785
"var38",1452.01831054688,0.414090345510964,0.0601211447493303
"num_var45_ult3",625.449157714844,0.178367211994824,0.0258968630568843
"num_var45_hace3",596.454528808594,0.170098448567709,0.0246963339252859
"num_meses_var5_ult3",588.251525878906,0.167759094929598,0.0243566867438883
"num_var22_ult3",571.247131347656,0.162909737620875,0.0236526159635391
"num_var45_hace2",509.313018798828,0.145247206867665,0.0210882201026722
"num_var22_hace2",450.642944335938,0.128515522956363,0.0186589724729306
"num_med_var45_ult3",442.945404052734,0.126320318465963,0.0183402540861039
"num_var22_hace3",442.709991455078,0.126253182891161,0.0183305067745468
"num_var45_ult1",428.188354492188,0.122111864821223,0.01772923512976
"num_var22_ult1",386.085479736328,0.110104857865442,0.0159859561303329
"num_var35",365.363800048828,0.104195395540457,0.0151279703219637
"num_meses_var39_vig_ult3",333.139434814453,0.0950055675356381,0.0137937132312377
"num_var4",331.248321533203,0.0944662549482243,0.0137154112604612
"num_med_var22_ult3",301.545135498047,0.0859954233624699,0.0124855441615653
"var36",272.456024169922,0.0776997151933811,0.0112811029640374
"num_var30",267.240570068359,0.0762123584739612,0.0110651559138549
"ind_var5",242.970062255859,0.0692908321455367,0.0100602300787355
"num_var5",238.616958618164,0.068049402766661,0.00987998884347711
"num_op_var41_ult3",214.567535400391,0.0611909259160238,0.00888421706573066
"num_op_var39_efect_ult3",207.553619384766,0.059190679166242,0.00859380429547006
"num_op_var41_hace2",201.888000488281,0.057574943283755,0.0083592180706987
"ind_var30",201.883453369141,0.0575736465245321,0.0083590297962079
"num_var42",201.822113037109,0.057556153329646,0.00835648998596292
"num_op_var39_ult3",196.796417236328,0.0561229123743066,0.00814839992090646
"num_op_var41_efect_ult3",195.778305053711,0.0558325645030665,0.00810624475698216
"imp_op_var41_ult1",195.082321166992,0.0556340820142246,0.00807742738760556
"imp_op_var39_ult1",190.155471801758,0.0542290303415897,0.00787343008144636
"saldo_medio_var5_ult1",181.680206298828,0.0518120321571222,0.00752250980696391
"num_op_var41_ult1",177.74055480957,0.0506885121336281,0.00735938765090903
"imp_op_var39_efect_ult1",177.672378540039,0.0506690694483666,0.00735656479713426
"num_op_var39_hace2",174.262680053711,0.0496966827959145,0.00721538546436751
"imp_op_var41_comer_ult1",173.431488037109,0.0494596413021259,0.00718096977196087
"imp_op_var41_efect_ult3",171.853576660156,0.0490096484456156,0.00711563599647998
"num_op_var39_efect_ult1",170.425445556641,0.0486023703157228,0.00705650390691071
"imp_op_var39_comer_ult3",169.939529418945,0.0484637954920542,0.00703638443993276
"imp_op_var41_comer_ult3",169.149841308594,0.0482385901898302,0.00700368722609984
"imp_op_var39_efect_ult3",166.141235351562,0.0473805881445363,0.006879115219726
"num_op_var41_efect_ult1",165.528747558594,0.0472059172881363,0.00685375502489182
"saldo_var30",165.464981079102,0.0471877321982286,0.00685111475946551
"num_op_var39_ult1",162.96208190918,0.0464739489253017,0.0067474816563601
"saldo_medio_var5_ult3",162.812362670898,0.0464312516048483,0.00674128249762285
"num_op_var41_comer_ult3",161.986907958984,0.0461958462904819,0.00670710435960728
"num_ent_var16_ult1",160.640380859375,0.0458118402019449,0.00665135110217486
"saldo_var5",160.589263916016,0.0457972625395398,0.00664923459363738
"num_op_var41_comer_ult1",160.462631225586,0.0457611491006444,0.00664399133860677
"saldo_medio_var5_hace2",157.490692138672,0.044913603808413,0.00652093753223758
"imp_op_var39_comer_ult1",155.5146484375,0.0443500705437017,0.00643911899832087
"imp_op_var41_efect_ult1",150.963241577148,0.0430520885377764,0.00625066697352427
"num_op_var39_comer_ult1",148.792251586914,0.0424329599850391,0.00616077664465985
"num_op_var39_comer_ult3",135.798965454102,0.0387275009663902,0.0056227867097629
"num_var43_recib_ult1",132.796646118164,0.0378712917559951,0.00549847500234949
"ind_var43_recib_ult1",130.855972290039,0.0373178453633599,0.00541812096598201
"saldo_var42",128.740844726562,0.0367146478022838,0.00533054363346257
"num_var43_emit_ult1",120.241134643555,0.034290678449108,0.0049786112256437
"ind_var43_emit_ult1",109.905433654785,0.0313431164504403,0.00455065920140402
"num_var37",105.527786254883,0.0300946876178397,0.00436940172615088
"num_var39_0",99.6396255493164,0.0284154866853985,0.00412560110771836
"num_var41_0",97.0554580688477,0.0276785271050179,0.00401860307193514
"num_var37_med_ult2",96.8677597045898,0.0276249987989747,0.00401083137894423
"num_var37_0",93.9247512817383,0.0267857040285105,0.0038889754532279
"imp_ent_var16_ult1",86.2822341918945,0.0246061911950153,0.00357253531409861
"saldo_medio_var5_hace3",80.0515060424805,0.0228292959909844,0.00331455061360019
"num_var30_0",78.3812026977539,0.0223529545536196,0.003245391327912
"num_var5_0",74.2676086425781,0.0211798291383085,0.00307506704079054
"saldo_var37",73.5298004150391,0.0209694190755405,0.00304451792517476
